EEG
33600
33567
33291
33112
32920
32546
32516
32362
32465
32501
32409
32329
32339
32004
31971
31877
31707
31748
31888
32125
32307
32500
32698
32863
32779
32895
32605
32426
32477
32729
32828
33133
32985
32938
32593
32208
31971
31889
31775
31744
31858
31800
31968
31703
31629
31545
31511
31604
31521
31527
31502
31476
31597
31780
32060
32211
32393
32459
32503
32429
32277
31952
31761
31463
31311
31060
31053
31173
31132
31214
31329
31447
31411
31489
31595
31654
31759
31894
31940
31825
32012
31939
32136
32350
32738
33012
33429
33612
34040
34118
34150
34031
33950
33669
33574
33385
33435
33264
33203
33021
33053
32997
33112
32668
32556
32221
32281
32121
32154
32317
32357
32455
32548
32701
32613
32728
32865
32847
32876
32788
32707
32619
32737
32719
32763
32775
32861
32894
32740
32609
32474
32685
32570
32473
32257
32159
32125
32387
32674
32799
33023
33090
33296
33451
33534
33552
33260
33114
33079
33017
33137
33190
33412
33493
33519
33419
33412
33323
33304
33206
33303
33162
33050
32990
33021
32919
32815
32734
32658
32759
32890
32970
33031
33262
33487
33674
33699
33757
33770
33604
33613
33327
33277
32985
32964
32686
32716
32703
32793
32651
32816
32657
32512
32422
32631
32885
33048
33277
33371
33588
33762
33842
33932
33980
33976
33940
33950
33978
33967
33884
33598
33305
33343
33117
33163
32943
32692
32737
32634
32477
32488
32236
32146
32182
32327
32594
32759
32989
33341
33693
34024
34062
33899
33927
33812
33671
33656
33354
32925
32717
32510
32417
32406
32078
31981
31858
32094
32079
32409
32622
32856
33218
33520
33666
33690
33691
33758
33676
33712
33805
33838
33999
34029
34099
33965
33561
33360
32990
32794
32601
32463
32487
32369
32075
31700
31442
31360
31550
31831
32101
32354
32600
32731
32663
32873
32990
33021
33169
33483
33500
33742
33824
33673
33759
33639
33424
33353
33066
32881
32635
32259
32336
32031
32078
32092
32310
32247
32550
32538
32454
32965
33087
33271
33537
33702
33803
33829
34135
34290
34501
34528
34661
34626
34752
34824
34713
34584
34563
34237
33797
33467
33081
32845
32696
32528
32442
32531
32380
32441
32505
32652
32693
32765
32913
32974
33210
33556
33614
33908
34129
34011
34100
34067
33934
33772
33585
33305
33121
32787
32610
32253
31962
31735
31534
31416
31742
31652
31738
31663
31867
32051
32219
32135
32379
32563
32818
33159
33320
33372
33615
33681
33835
34004
33730
33693
33480
33270
33107
32720
32541
32234
32014
32108
32156
32085
32032
31935
31647
31708
31891
31816
32054
32173
32161
32542
32912
33147
33432
33605
33594
33696
33714
33494
33438
33211
32619
32636
32405
32155
32006
31916
31854
31923
32025
32112
32334
32506
32527
32555
32797
32867
33157
33358
33656
33785
33909
33994
33979
34197
33980
33875
33675
33374
33213
32989
32492
32384
32211
31896
32071
32130
32304
32267
32431
32344
32439
32478
32446
32390
32691
32819
33009
33312
33490
33786
33803
34047
34273
34397
34472
34152
33867
33360
33224
33130
32761
32613
32190
31740
31674
31722
31930
32124
32216
32209
32356
32295
32556
32602
32885
33074
33093
33064
32970
32987
33089
33182
33135
33446
33209
33271
33354
33036
32824
32623
32353
32329
32257
32250
32393
32285
32229
32053
31936
32011
32347
32882
33020
33070
33136
33158
32995
33144
33054
33019
32885
33251
33591
33876
34123
34149
34060
33976
33663
33243
32771
32506
32522
32479
32440
32538
32359
32276
32446
32303
32823
32656
32977
32914
33028
33297
33233
33036
32625
32466
32467
32549
32920
33201
33384
33195
33207
33220
33021
33012
32517
32372
31864
31699
31807
31732
31644
31600
31796
31985
32352
32470
32713
32798
33093
33476
33361
33543
33342
33287
33216
33628
33732
33863
33870
33448
33133
32905
32404
32049
31782
31614
31801
31634
31710
31624
31578
31367
31461
31600
31641
31847
32030
32178
32294
32433
32528
32787
32857
33115
33286
33227
33460
33293
33137
32937
32849
32710
32537
32265
32132
31819
31852
31742
31647
31837
31982
32450
32935
33151
33430
33436
33449
33573
33605
33486
33466
33599
33444
33644
33620
33518
33573
33713
33403
33381
33144
32916
32777
32593
32425
32275
32300
32427
32745
32991
33175
33293
33297
33318
33387
33436
33459
33713
33866
33980
34245
34459
34635
34540
34595
34243
34251
34123
34003
33742
33705
33534
33402
33338
33381
33246
33217
33222
33337
33595
33733
33974
34431
34702
34901
34869
34547
34138
33904
33586
33467
33416
33291
32948
33052
32951
32912
32916
32795
32758
33129
33399
33742
33889
33939
33932
33828
33801
33646
33640
33752
33731
33782
33713
33742
33258
33173
32899
32768
32751
32916
33003
32983
32941
32448
32446
32332
32424
32619
32888
33042
33268
33389
33455
33842
33942
34125
34318
34272
34261
34370
34136
34034
33739
33286
32973
32689
32545
32396
32252
32171
32090
32215
32212
32144
32511
32354
32521
32817
32886
33101
33236
33117
33013
33039
33030
32829
32965
32962
33074
33158
33238
33042
32781
32621
32295
32302
32278
32191
32076
31716
31854
31976
32153
32343
32408
32282
32381
32207
32451
32723
32636
32851
32965
32893
32886
32870
32861
32994
33067
33088
33021
33138
32972
32866
32767
32569
32607
32698
32512
32562
32521
32550
32813
32912
32882
32916
32698
32697
32796
32932
32969
33029
32926
32985
32905
32933
32945
33092
33179
33282
33020
32995
32810
32847
32796
32910
33301
33329
33685
33761
33904
33872
33626
33546
33355
33267
33180
33280
33288
33428
33498
33453
33643
33682
33615
33484
33470
33448
33357
33466
33202
33114
32918
32526
32219
32257
32223
32344
32542
32889
33071
33207
33296
33068
32981
32929
32817
32907
33000
32994
32938
33034
33034
33087
33026
32688
32654
32540
32610
32773
32783
32741
32616
32255
32215
32331
32509
32918
33171
33525
33682
33745
33566
33408
33274
33110
33256
33128
33176
33134
32947
32748
32667
32652
32381
32315
32086
32023
31946
32007
31991
31979
31956
31789
31797
31958
32028
32296
32716
32891
33181
33331
33487
33675
34017
34075
34116
34189
34143
33927
33677
33218
32933
32712
32500
32289
32165
32082
32012
31826
31828
31895
31857
31784
32000
32073
32166
32401
32544
32958
33233
33420
33584
33676
33560
33532
33240
33120
33115
33130
32868
32718
32506
32136
31922
31664
31393
31385
31404
31452
31736
31771
31726
31761
31752
32039
32274
32694
32830
33113
33244
33400
33330
33339
33378
33204
33298
33385
33170
33067
32731
32647
32596
32577
32543
32566
32749
32637
32705
32400
32467
32398
32514
32757
32829
33166
33239
33499
33880
34098
34348
34512
34520
34713
34418
34267
33799
33600
33432
33053
32823
32485
32309
32315
32056
32118
31968
32042
31995
32003
32199
32366
32244
32262
32387
32542
32722
32971
33012
33130
33250
33457
33555
33585
33582
33145
32825
32664
32418
31913
31664
31433
31429
31692
31803
31888
31941
31775
31774
32020
32143
32426
32632
32751
32942
33401
33728
34096
34343
34573
34704
34530
34572
34534
34313
34021
33583
33293
32979
32584
32344
32157
31788
31644
31635
31782
32000
32162
32215
32165
32121
32332
32586
32686
32906
33011
32993
33034
33331
33466
33553
33818
33773
33591
33340
32949
32602
32450
32494
32098
31929
31822
31726
31765
31817
31971
32034
32189
31996
32353
32149
32292
32482
32724
32947
33250
33388
33477
33693
33736
33764
33849
33797
33793
33553
33283
32936
32543
32142
31847
31523
31498
31477
31533
31426
31365
31398
31307
31376
31427
31593
31708
31804
32007
32272
32603
33006
33503
33792
34108
34351
34489
34318
34218
33962
33831
33679
33646
33230
32754
32500
32243
32288
32064
32140
32326
32336
32324
32386
32201
32200
32172
32234
32334
32803
33181
33604
33901
34246
34284
34207
34302
34066
34091
33899
33593
33356
33108
32784
32692
32485
32213
32127
31938
32005
32259
32271
32275
32268
32368
32693
32886
33040
33075
33270
33421
33500
33653
33421
33506
33230
32957
32935
32696
32344
32054
31869
31800
31744
31587
31695
31734
32156
32392
32370
32463
32199
32317
32342
32596
32846
33058
33360
33813
34263
34483
34347
34212
33937
33659
33466
33155
32835
32413
32197
32089
32073
31993
31873
31671
31463
31407
31349
31314
31426
31450
31580
31732
31895
32117
32377
32682
33058
33622
34042
34482
34533
34830
34849
34586
34311
33760
33262
32552
32062
31646
31363
31350
31179
31166
31212
31270
31416
31617
31751
32002
32255
32402
32647
33063
33232
33681
33933
34169
34633
34547
34587
34504
34282
34056
33665
33271
32800
32538
32210
32041
31997
32152
32018
32136
32010
31932
31854
31776
31759
31954
32105
32270
32533
32592
32878
32895
33075
33614
33709
33861
33986
33795
33644
33580
33351
33134
32984
32651
32448
32103
31840
31714
31778
31908
32217
32462
32341
32275
32336
32418
32601
32659
32741
32912
33166
33434
33598
33750
33778
33783
33795
33743
