-2.249832600355148315e-01,3.210905313491821289e+00,3.628675341606140137e-01,1.943191766738891602e+00,2.455130338668823242e+00,-2.676928639411926270e-01,3.590254306793212891e+00,-2.372391819953918457e-01,8.428239822387695312e-01,-2.068756669759750366e-01,-2.734636068344116211e-01,-2.680028676986694336e-01,-2.758940756320953369e-01,-9.466742724180221558e-02,-2.691364288330078125e-01,1.525377511978149414e+00,-2.026281654834747314e-01,-2.344168275594711304e-01,9.117803722620010376e-02,-1.171060353517532349e-01,-2.640115320682525635e-01,-1.025480106472969055e-01,-2.387102097272872925e-01,-2.714892327785491943e-01,-4.877474159002304077e-03,-2.353371530771255493e-01,-2.645287513732910156e-01,-2.347159981727600098e-01,-2.685544788837432861e-01,-1.929077506065368652e-01,2.493640422821044922e+00,3.996943235397338867e+00
-2.468461394309997559e-01,1.990750908851623535e+00,6.605269014835357666e-02,1.674238801002502441e+00,1.719985008239746094e+00,-2.777490019798278809e-01,2.712448358535766602e+00,-2.778581976890563965e-01,8.462523818016052246e-01,-2.214659154415130615e-01,-2.614883184432983398e-01,-2.167190760374069214e-01,1.295681893825531006e-01,-2.775972187519073486e-01,-2.343338578939437866e-01,2.175279855728149414e+00,-2.778290510177612305e-01,-2.126313149929046631e-01,-2.350583821535110474e-01,1.751002818346023560e-01,-2.534655332565307617e-01,-2.119693905115127563e-01,-1.996284723281860352e-01,-2.141079157590866089e-01,1.890808939933776855e-01,-1.659818142652511597e-01,-2.515889108180999756e-01,-2.776678502559661865e-01,-1.892268508672714233e-01,-2.178207486867904663e-01,1.699288964271545410e+00,2.345243930816650391e+00
-1.807337105274200439e-01,1.891836762428283691e+00,-1.197271272540092468e-01,1.634837865829467773e+00,1.739693284034729004e+00,-2.769289910793304443e-01,2.812510490417480469e+00,-2.673598825931549072e-01,7.936345338821411133e-01,-2.282783538103103638e-01,-2.439755201339721680e-01,-2.620060145854949951e-01,3.967874869704246521e-02,-2.780959606170654297e-01,-2.028306275606155396e-01,1.715807914733886719e+00,-2.784498333930969238e-01,-1.573535948991775513e-01,-2.570264041423797607e-01,2.787055969238281250e-01,-2.645768821239471436e-01,-2.246460169553756714e-01,-2.119508832693099976e-01,-2.053646892309188843e-01,1.885164976119995117e-01,-1.267545819282531738e-01,-2.547315955162048340e-01,-2.781793475151062012e-01,-2.226454317569732666e-01,-2.228036373853683472e-01,1.616674065589904785e+00,2.433628320693969727e+00
-1.837238371372222900e-01,1.884945511817932129e+00,-1.148898229002952576e-01,1.394507050514221191e+00,1.539797544479370117e+00,-2.780795395374298096e-01,2.762289047241210938e+00,-2.762348055839538574e-01,1.096078753471374512e+00,-2.025325447320938110e-01,-2.704607844352722168e-01,-2.204412221908569336e-01,4.115005955100059509e-02,-2.769812643527984619e-01,-2.391796410083770752e-01,2.088047027587890625e+00,-2.770525515079498291e-01,-2.178792655467987061e-01,-2.503268420696258545e-01,7.974097877740859985e-02,-2.425131797790527344e-01,-2.452439814805984497e-01,-2.206114083528518677e-01,-2.109889239072799683e-01,2.323643490672111511e-02,-1.686579287052154541e-01,-2.434806376695632935e-01,-2.770900726318359375e-01,-1.930283457040786743e-01,-2.068422287702560425e-01,1.610921978950500488e+00,2.286930322647094727e+00
-2.139363139867782593e-01,1.809328556060791016e+00,-8.432306349277496338e-02,1.441829442977905273e+00,1.525236248970031738e+00,-2.766484618186950684e-01,2.580629110336303711e+00,-2.719849348068237305e-01,9.339078068733215332e-01,-2.044272869825363159e-01,-2.560128569602966309e-01,-2.284484207630157471e-01,7.704188674688339233e-02,-2.713648080825805664e-01,-2.229844778776168823e-01,2.041538238525390625e+00,-2.772929966449737549e-01,-1.797906756401062012e-01,-2.552228271961212158e-01,1.483926773071289062e-01,-2.487145811319351196e-01,-2.286722064018249512e-01,-1.976110339164733887e-01,-2.469742447137832642e-01,3.011768758296966553e-01,-7.316581159830093384e-02,-2.622169852256774902e-01,-2.782358229160308838e-01,-2.010855078697204590e-01,-2.017696499824523926e-01,1.621289372444152832e+00,2.424777984619140625e+00
-2.052388936281204224e-01,1.954258561134338379e+00,-1.210738122463226318e-01,1.366289377212524414e+00,1.594892382621765137e+00,-2.759013772010803223e-01,2.700042724609375000e+00,-2.783401906490325928e-01,9.009760022163391113e-01,-2.355780750513076782e-01,-2.631869614124298096e-01,-2.687352597713470459e-01,5.477836728096008301e-02,-2.783125042915344238e-01,-2.531042695045471191e-01,2.058527231216430664e+00,-2.680429518222808838e-01,-2.047017812728881836e-01,-2.316270172595977783e-01,1.470999121665954590e-01,-2.458781898021697998e-01,-2.292278558015823364e-01,-2.194722443819046021e-01,-1.927345991134643555e-01,1.324609369039535522e-01,-1.050461530685424805e-01,-2.555218636989593506e-01,-2.756297588348388672e-01,-1.991914659738540649e-01,-1.864051073789596558e-01,1.533742189407348633e+00,2.064016103744506836e+00
-2.269699722528457642e-01,1.721917510032653809e+00,-6.213077157735824585e-02,1.459070920944213867e+00,1.465422034263610840e+00,-2.777458727359771729e-01,2.714991331100463867e+00,-2.731733918190002441e-01,7.891074419021606445e-01,-2.300499975681304932e-01,-2.593318819999694824e-01,-2.641234993934631348e-01,1.385487467050552368e-01,-2.784620523452758789e-01,-2.504953444004058838e-01,1.985032200813293457e+00,-2.705827653408050537e-01,-2.354113608598709106e-01,-2.223827987909317017e-01,1.609495729207992554e-01,-2.466893941164016724e-01,-2.394962012767791748e-01,-2.245304584503173828e-01,-1.940786987543106079e-01,1.162998229265213013e-01,-1.687484979629516602e-01,-2.568705677986145020e-01,-2.783779203891754150e-01,-1.317974179983139038e-01,-2.015296816825866699e-01,1.567801356315612793e+00,2.104422569274902344e+00
-2.214273661375045776e-01,1.995627641677856445e+00,-1.037833467125892639e-01,1.309005975723266602e+00,1.560792446136474609e+00,-2.774127423763275146e-01,2.591388702392578125e+00,-2.768206894397735596e-01,1.155249118804931641e+00,-2.155466526746749878e-01,-2.592906057834625244e-01,-2.551008164882659912e-01,6.340211257338523865e-03,-2.783956527709960938e-01,-2.105027884244918823e-01,1.907362937927246094e+00,-2.784324586391448975e-01,-1.385973989963531494e-01,-2.410656213760375977e-01,1.554982960224151611e-01,-2.325998693704605103e-01,-2.176924794912338257e-01,-2.097043097019195557e-01,-2.424407452344894409e-01,1.693628132343292236e-01,-7.791215926408767700e-02,-2.380314320325851440e-01,-2.777837812900543213e-01,-1.976787000894546509e-01,-2.079697549343109131e-01,1.738034009933471680e+00,2.123964309692382812e+00
-2.373782545328140259e-01,1.740591764450073242e+00,-9.829490631818771362e-02,1.444859862327575684e+00,1.740846157073974609e+00,-2.784617245197296143e-01,2.792779922485351562e+00,-2.739941775798797607e-01,9.615486264228820801e-01,-1.977072060108184814e-01,-2.657901942729949951e-01,-2.625318467617034912e-01,2.616077661514282227e-02,-2.764879167079925537e-01,-2.407688945531845093e-01,1.698994874954223633e+00,-2.665508687496185303e-01,-2.205591797828674316e-01,-2.099841684103012085e-01,2.173939794301986694e-01,-2.567764520645141602e-01,-2.492336630821228027e-01,-2.036488503217697144e-01,-2.118416130542755127e-01,8.941120654344558716e-02,-1.849263608455657959e-01,-2.692604362964630127e-01,-2.784586548805236816e-01,-1.736811548471450806e-01,-2.368906587362289429e-01,1.604205250740051270e+00,2.291989326477050781e+00
-2.333012670278549194e-01,1.875230908393859863e+00,-8.905024826526641846e-02,1.305880427360534668e+00,1.510606288909912109e+00,-2.780624926090240479e-01,2.968472003936767578e+00,-2.772394716739654541e-01,1.090142369270324707e+00,-2.086234241724014282e-01,-2.548570930957794189e-01,-2.379564791917800903e-01,-2.502685785293579102e-02,-2.636637985706329346e-01,-1.926245242357254028e-01,1.868661642074584961e+00,-2.760909199714660645e-01,-1.718051731586456299e-01,-2.546393871307373047e-01,1.779543161392211914e-01,-2.510488629341125488e-01,-2.370071113109588623e-01,-2.185077220201492310e-01,-1.906414777040481567e-01,2.310353368520736694e-01,-1.438282281160354614e-01,-2.407666742801666260e-01,-2.726419568061828613e-01,-1.900379061698913574e-01,-1.796861886978149414e-01,1.613207817077636719e+00,2.422201395034790039e+00
