-1.668910741806030273e+00,-3.540328502655029297e+00,-1.439775347709655762e+00,1.968227386474609375e+00,-2.563770532608032227e+00,5.283931255340576172e+00,1.267011523246765137e+00,-1.322512626647949219e-01,-9.634293615818023682e-02,-1.016787409782409668e+00,1.721925139427185059e+00,-5.026286244392395020e-01,-5.935433506965637207e-02,1.514580965042114258e+00,-2.064812630414962769e-01,-5.224008560180664062e-01,1.075038015842437744e-01,-2.267535209655761719e+00,-3.035630941390991211e+00,-7.851173281669616699e-01,2.111403465270996094e+00,-1.305177330970764160e+00,-1.946959495544433594e+00,-1.189437627792358398e+00,2.491568475961685181e-01,1.747094839811325073e-01,-1.141971707344055176e+00,4.001658558845520020e-01,5.622212290763854980e-01,-1.156947612762451172e+00,1.876008033752441406e+00,-2.068903744220733643e-01,1.142849564552307129e+00,-4.233497619628906250e+00,9.764884710311889648e-01,-8.477149009704589844e-01,-3.218006372451782227e+00,9.543172121047973633e-01,-1.978487253189086914e+00,8.867309093475341797e-01,5.569518804550170898e-01,5.348152518272399902e-01,1.634642362594604492e+00,1.032909870147705078e+00,-3.833325505256652832e-01,-1.600991606712341309e+00,1.168433904647827148e+00,1.140766382217407227e+00,1.530005931854248047e+00,2.868830204010009766e+00,-1.346342563629150391e+00,2.547313690185546875e+00,-3.306028246879577637e-01,-6.419432163238525391e-01,-2.402925491333007812e-01,6.551519036293029785e-03,-1.422909259796142578e+00,3.489435911178588867e+00,2.656479477882385254e-01,-2.455646693706512451e-01,-1.788968741893768311e-01,-3.763177156448364258e+00,-1.292105674743652344e+00,2.284416913986206055e+00
-1.910981893539428711e+00,-3.902092218399047852e+00,-1.705695390701293945e+00,3.264680862426757812e+00,-2.243808269500732422e+00,5.061500549316406250e+00,2.335582733154296875e+00,1.008263230323791504e-01,1.068699955940246582e-01,-1.469937086105346680e+00,1.899248361587524414e+00,-9.402920603752136230e-01,-5.121074318885803223e-01,2.064533948898315430e+00,-7.429744005203247070e-01,-1.649868488311767578e+00,-1.887027621269226074e-01,-2.219352245330810547e+00,-2.334622859954833984e+00,1.174243211746215820e+00,2.443866729736328125e+00,-2.387259006500244141e+00,-1.292098999023437500e+00,-1.310114264488220215e+00,1.111127495765686035e+00,-2.490391582250595093e-01,-1.045417308807373047e+00,2.879587411880493164e-01,1.176058411598205566e+00,-1.878637790679931641e+00,1.561340689659118652e+00,-6.831962466239929199e-01,1.206911802291870117e-01,-4.211887836456298828e+00,1.492289185523986816e+00,-1.428547263145446777e+00,-3.232125759124755859e+00,5.738057494163513184e-01,-2.051527023315429688e+00,1.521005630493164062e+00,9.745582342147827148e-01,-5.926179885864257812e-02,3.765528798103332520e-01,8.629124164581298828e-01,-2.547443509101867676e-01,-1.737634420394897461e+00,2.009587526321411133e+00,6.770828962326049805e-01,1.792901515960693359e+00,3.293309211730957031e+00,-1.095460891723632812e+00,1.630465984344482422e+00,-9.750750064849853516e-01,-4.515161514282226562e-01,-1.159488677978515625e+00,-1.185088396072387695e+00,-1.018770694732666016e+00,3.671253919601440430e+00,7.732037901878356934e-01,1.334087848663330078e+00,-2.379026412963867188e-01,-4.157443046569824219e+00,-2.122459650039672852e+00,2.412159919738769531e+00
-1.696749329566955566e+00,-3.543221950531005859e+00,-1.867007732391357422e+00,3.283967494964599609e+00,-2.451002359390258789e+00,5.196056365966796875e+00,2.401484489440917969e+00,1.710781455039978027e-01,-6.815800070762634277e-02,-1.661182284355163574e+00,1.672456502914428711e+00,-7.304896712303161621e-01,-7.432116866111755371e-01,2.253021478652954102e+00,-7.911949157714843750e-01,-1.561757326126098633e+00,-3.665447235107421875e-02,-2.139277458190917969e+00,-2.480804204940795898e+00,1.182113647460937500e+00,2.281782627105712891e+00,-2.063558101654052734e+00,-1.386433243751525879e+00,-1.524707794189453125e+00,9.133458733558654785e-01,-1.092630848288536072e-01,-1.294849872589111328e+00,8.447520434856414795e-02,1.293755888938903809e+00,-1.666381359100341797e+00,1.386395812034606934e+00,-4.325039386749267578e-01,3.177507519721984863e-01,-4.013214111328125000e+00,1.624479055404663086e+00,-1.338920235633850098e+00,-3.528573513031005859e+00,9.789619445800781250e-01,-1.849938511848449707e+00,1.323041200637817383e+00,1.035491466522216797e+00,1.721610426902770996e-01,7.292504310607910156e-01,7.151914834976196289e-01,-3.163722157478332520e-01,-1.623347282409667969e+00,2.037720203399658203e+00,8.512798547744750977e-01,1.741915464401245117e+00,3.368655920028686523e+00,-1.270188927650451660e+00,2.001436948776245117e+00,-8.255164623260498047e-01,-4.929767549037933350e-01,-1.257890343666076660e+00,-1.348289728164672852e+00,-9.790675640106201172e-01,3.894368886947631836e+00,8.442684412002563477e-01,1.568252086639404297e+00,1.419246196746826172e-03,-3.964711427688598633e+00,-2.115535259246826172e+00,2.332016468048095703e+00
-1.690183162689208984e+00,-3.628191947937011719e+00,-1.806376934051513672e+00,3.311321735382080078e+00,-2.200870037078857422e+00,5.053557395935058594e+00,2.355832576751708984e+00,-9.715420007705688477e-02,4.000245034694671631e-02,-1.391443848609924316e+00,1.699669361114501953e+00,-7.673743963241577148e-01,-3.629578948020935059e-01,2.388204097747802734e+00,-8.348073959350585938e-01,-1.618905782699584961e+00,-1.336321532726287842e-01,-2.137240171432495117e+00,-2.320921659469604492e+00,1.256742477416992188e+00,2.403047561645507812e+00,-2.242559432983398438e+00,-1.396636247634887695e+00,-1.095432281494140625e+00,9.984664916992187500e-01,-1.367859691381454468e-01,-9.577324390411376953e-01,3.091440796852111816e-01,1.421754360198974609e+00,-1.606140732765197754e+00,1.449168801307678223e+00,-6.954681873321533203e-01,3.507705926895141602e-01,-4.039307117462158203e+00,1.718532562255859375e+00,-1.086259365081787109e+00,-3.615984201431274414e+00,8.480507135391235352e-01,-1.941504716873168945e+00,1.475766420364379883e+00,8.134275078773498535e-01,1.138170957565307617e-01,6.122429370880126953e-01,7.303446531295776367e-01,-3.698846697807312012e-01,-1.699131846427917480e+00,1.988277196884155273e+00,6.698049306869506836e-01,1.835639119148254395e+00,3.179805755615234375e+00,-1.069502115249633789e+00,1.655533075332641602e+00,-8.184480071067810059e-01,-1.760763525962829590e-01,-1.164828658103942871e+00,-1.418195724487304688e+00,-8.201829195022583008e-01,3.958918094635009766e+00,7.886535525321960449e-01,1.559126257896423340e+00,-2.653199732303619385e-01,-4.345918655395507812e+00,-2.300598382949829102e+00,2.646308898925781250e+00
-1.883654117584228516e+00,-3.789107561111450195e+00,-1.780459165573120117e+00,3.696866273880004883e+00,-2.206677436828613281e+00,4.782886028289794922e+00,2.424641132354736328e+00,-9.612227976322174072e-02,2.206729203462600708e-01,-1.464390993118286133e+00,1.612789392471313477e+00,-6.454253196716308594e-01,-6.081270575523376465e-01,2.305244922637939453e+00,-6.934267282485961914e-01,-1.761837720870971680e+00,-1.930991709232330322e-01,-2.386916637420654297e+00,-2.540875911712646484e+00,1.262316346168518066e+00,2.224110364913940430e+00,-2.215552806854248047e+00,-1.439773917198181152e+00,-1.238698601722717285e+00,9.674369096755981445e-01,-1.254122853279113770e-01,-9.457281231880187988e-01,3.644003570079803467e-01,1.536337375640869141e+00,-1.634600877761840820e+00,1.556491136550903320e+00,-6.603312492370605469e-01,1.011030673980712891e-01,-4.304728984832763672e+00,1.606716394424438477e+00,-1.247803688049316406e+00,-3.442311525344848633e+00,7.899422645568847656e-01,-2.061049222946166992e+00,1.655712842941284180e+00,8.952273130416870117e-01,-1.829539537429809570e-01,7.722312211990356445e-01,9.510215520858764648e-01,-2.571441233158111572e-02,-1.695532083511352539e+00,1.950870394706726074e+00,1.038671970367431641e+00,1.685456752777099609e+00,3.432567119598388672e+00,-1.300875067710876465e+00,1.617306232452392578e+00,-9.685049057006835938e-01,-2.634295821189880371e-01,-1.496060132980346680e+00,-1.540143132209777832e+00,-8.713980913162231445e-01,3.903054237365722656e+00,8.536006212234497070e-01,1.218063831329345703e+00,-2.209825515747070312e-01,-4.160651683807373047e+00,-2.051460981369018555e+00,2.744975328445434570e+00
-1.812972664833068848e+00,-3.668392896652221680e+00,-1.692694067955017090e+00,3.496735811233520508e+00,-2.571635246276855469e+00,4.895980358123779297e+00,2.222920894622802734e+00,-7.240341603755950928e-02,2.491731047630310059e-01,-1.358919262886047363e+00,1.652030706405639648e+00,-8.756175041198730469e-01,-6.828808784484863281e-01,2.013092994689941406e+00,-4.357572793960571289e-01,-1.700994253158569336e+00,2.872154116630554199e-02,-2.506153583526611328e+00,-2.453283786773681641e+00,1.343069076538085938e+00,2.310172796249389648e+00,-2.267568349838256836e+00,-1.372129678726196289e+00,-1.434443235397338867e+00,9.855655431747436523e-01,-1.084466353058815002e-01,-9.821101427078247070e-01,1.200850903987884521e-01,1.543983221054077148e+00,-1.921346306800842285e+00,1.484974145889282227e+00,-3.996552228927612305e-01,3.111392557621002197e-01,-4.238252639770507812e+00,1.592410087585449219e+00,-1.476360321044921875e+00,-3.411381483078002930e+00,7.600772380828857422e-01,-1.884209513664245605e+00,1.350216865539550781e+00,7.392207384109497070e-01,2.209593057632446289e-01,6.022896766662597656e-01,9.318760633468627930e-01,-1.321440935134887695e-01,-1.680677175521850586e+00,1.851127862930297852e+00,7.352705001831054688e-01,1.678695321083068848e+00,3.100955724716186523e+00,-1.201304554939270020e+00,1.985326409339904785e+00,-9.134987592697143555e-01,-5.200567245483398438e-01,-1.274220228195190430e+00,-1.406174421310424805e+00,-8.693182468414306641e-01,3.691386461257934570e+00,6.273294687271118164e-01,1.292733669281005859e+00,6.635966897010803223e-02,-4.045702934265136719e+00,-2.371419668197631836e+00,2.468579530715942383e+00
-1.823887944221496582e+00,-3.624551773071289062e+00,-1.521325111389160156e+00,3.580195665359497070e+00,-2.311611175537109375e+00,4.845200061798095703e+00,2.495094776153564453e+00,-1.583413034677505493e-01,8.543999493122100830e-02,-1.366016864776611328e+00,1.652104616165161133e+00,-9.638127088546752930e-01,-6.585446596145629883e-01,2.080850124359130859e+00,-6.204457283020019531e-01,-1.685456514358520508e+00,-2.559393644332885742e-02,-2.124396800994873047e+00,-2.592809677124023438e+00,1.132315278053283691e+00,2.456889152526855469e+00,-2.024782657623291016e+00,-1.623285174369812012e+00,-1.385604858398437500e+00,8.252840042114257812e-01,1.782147437334060669e-01,-1.000113964080810547e+00,1.634866893291473389e-01,1.461807370185852051e+00,-1.596086978912353516e+00,1.354681015014648438e+00,-4.347136020660400391e-01,2.024779319763183594e-01,-3.872300148010253906e+00,1.812666177749633789e+00,-1.315108060836791992e+00,-3.293071269989013672e+00,8.352154493331909180e-01,-1.885814189910888672e+00,1.550090312957763672e+00,7.244002223014831543e-01,-4.539334774017333984e-02,6.789801716804504395e-01,8.815277814865112305e-01,-4.000203609466552734e-01,-1.342074036598205566e+00,2.096221923828125000e+00,9.222151637077331543e-01,1.468852877616882324e+00,3.242580413818359375e+00,-1.245219945907592773e+00,2.036439657211303711e+00,-1.016506910324096680e+00,-2.761024236679077148e-01,-1.398506760597229004e+00,-1.203079700469970703e+00,-1.062948346138000488e+00,4.046314239501953125e+00,6.225655078887939453e-01,1.248117566108703613e+00,-2.014457881450653076e-01,-4.185311317443847656e+00,-2.021673440933227539e+00,2.307910203933715820e+00
-1.593865513801574707e+00,-3.813898086547851562e+00,-1.787676692008972168e+00,3.622410535812377930e+00,-2.406301021575927734e+00,4.971371650695800781e+00,2.239364147186279297e+00,-1.456242799758911133e-02,1.326983422040939331e-01,-1.268458604812622070e+00,1.849259853363037109e+00,-9.996474981307983398e-01,-6.516388654708862305e-01,2.267448902130126953e+00,-4.786447584629058838e-01,-1.456098079681396484e+00,-1.001177430152893066e-01,-2.204747200012207031e+00,-2.536163806915283203e+00,1.154290795326232910e+00,2.149677276611328125e+00,-2.273656368255615234e+00,-1.291601419448852539e+00,-1.278901576995849609e+00,9.900079965591430664e-01,-1.489290148019790649e-01,-9.202715158462524414e-01,4.436417222023010254e-01,1.474663972854614258e+00,-1.848800182342529297e+00,1.557262778282165527e+00,-3.447892069816589355e-01,7.562369108200073242e-02,-4.086420536041259766e+00,1.902912139892578125e+00,-1.183523654937744141e+00,-3.376582860946655273e+00,8.098853826522827148e-01,-1.972771525382995605e+00,1.659273982048034668e+00,7.902603149414062500e-01,-3.794074058532714844e-03,5.343918204307556152e-01,8.987941145896911621e-01,-3.290589451789855957e-01,-1.624656558036804199e+00,1.983341217041015625e+00,1.093426227569580078e+00,1.732160806655883789e+00,3.290447473526000977e+00,-1.193229794502258301e+00,1.883698582649230957e+00,-8.507542610168457031e-01,-1.452926993370056152e-01,-1.277262687683105469e+00,-1.414391875267028809e+00,-8.724954128265380859e-01,4.053126811981201172e+00,6.682811975479125977e-01,1.180812716484069824e+00,-3.600563108921051025e-02,-4.228666782379150391e+00,-2.370709896087646484e+00,2.456698179244995117e+00
-1.732916355133056641e+00,-3.641725540161132812e+00,-1.646132588386535645e+00,3.351002693176269531e+00,-2.478560924530029297e+00,4.806346416473388672e+00,2.241366386413574219e+00,4.209753870964050293e-02,-4.608601331710815430e-02,-1.575329780578613281e+00,1.705259561538696289e+00,-5.897091627120971680e-01,-6.187126040458679199e-01,2.408665180206298828e+00,-5.969662666320800781e-01,-1.715353250503540039e+00,-5.710732936859130859e-02,-2.418857097625732422e+00,-2.400357246398925781e+00,1.354318261146545410e+00,2.454131364822387695e+00,-2.265018701553344727e+00,-1.441088199615478516e+00,-1.347743511199951172e+00,7.819720506668090820e-01,5.690670013427734375e-02,-9.990985393524169922e-01,2.111150920391082764e-01,1.568345785140991211e+00,-1.931962013244628906e+00,1.360313653945922852e+00,-7.090836763381958008e-01,3.542495965957641602e-01,-4.181346893310546875e+00,1.764253616333007812e+00,-1.165999293327331543e+00,-3.596654415130615234e+00,6.977068185806274414e-01,-1.959640026092529297e+00,1.562244415283203125e+00,8.581362366676330566e-01,-2.244544029235839844e-02,7.666916251182556152e-01,9.630420207977294922e-01,-4.610916227102279663e-02,-1.539575695991516113e+00,1.861092329025268555e+00,8.333749771118164062e-01,1.559482932090759277e+00,3.308960914611816406e+00,-1.337188005447387695e+00,1.893728137016296387e+00,-1.025138139724731445e+00,-1.722960472106933594e-01,-1.400540828704833984e+00,-1.266006946563720703e+00,-1.072541117668151855e+00,3.938551902770996094e+00,6.682661771774291992e-01,1.535433530807495117e+00,8.572269976139068604e-02,-4.280648708343505859e+00,-2.241351604461669922e+00,2.552859067916870117e+00
-1.555449485778808594e+00,-3.899599790573120117e+00,-1.494782328605651855e+00,3.362153053283691406e+00,-2.416993379592895508e+00,4.810413360595703125e+00,2.408199787139892578e+00,7.215026021003723145e-02,3.068483769893646240e-01,-1.446032166481018066e+00,1.872682094573974609e+00,-9.640937447547912598e-01,-5.896198749542236328e-01,2.405098438262939453e+00,-8.422228097915649414e-01,-1.861668229103088379e+00,-2.673316001892089844e-01,-2.325057744979858398e+00,-2.644115447998046875e+00,1.077095508575439453e+00,2.427346706390380859e+00,-1.999952435493469238e+00,-1.638305068016052246e+00,-1.235273480415344238e+00,1.112944483757019043e+00,1.083192043006420135e-02,-1.339433789253234863e+00,2.125912308692932129e-01,1.350890636444091797e+00,-1.620616674423217773e+00,1.263000965118408203e+00,-3.899818062782287598e-01,3.408937454223632812e-01,-4.131310939788818359e+00,1.689215421676635742e+00,-1.055468797683715820e+00,-3.545457363128662109e+00,9.461732506752014160e-01,-1.903677701950073242e+00,1.633771896362304688e+00,6.343402862548828125e-01,-1.908444166183471680e-01,6.832554340362548828e-01,9.720642566680908203e-01,-3.108593821525573730e-01,-1.624109745025634766e+00,1.886253833770751953e+00,7.254507541656494141e-01,1.418452739715576172e+00,3.169207096099853516e+00,-1.173951029777526855e+00,1.769113421440124512e+00,-9.115447402000427246e-01,-1.496057510375976562e-01,-1.515131354331970215e+00,-1.284393548965454102e+00,-1.041634082794189453e+00,3.838479995727539062e+00,6.703689098358154297e-01,1.136568665504455566e+00,-1.266209036111831665e-01,-3.977971315383911133e+00,-2.126909732818603516e+00,2.489965438842773438e+00
