4.889130359515547752e-04,1.576805114746093750e-02,1.457749865949153900e-02,1.823505386710166931e-02,1.059713866561651230e-02,1.572621613740921021e-02,2.523581869900226593e-02,7.581311278045177460e-03,2.820091694593429565e-02,1.686185039579868317e-02,1.552281621843576431e-02,2.040960825979709625e-02,1.072397269308567047e-02,1.265109889209270477e-02,1.971239224076271057e-02,1.838034018874168396e-02,1.259874273091554642e-02,1.595394499599933624e-02,1.365786418318748474e-02,1.631025969982147217e-02,1.095747668296098709e-02,2.494519576430320740e-02,1.715133897960186005e-02,2.314425259828567505e-02,1.511618494987487793e-02,1.390563510358333588e-02,1.598997041583061218e-02,1.675704866647720337e-02,7.810526061803102493e-03,1.281902287155389786e-02,1.787870377302169800e-02,2.917866036295890808e-02,2.497951872646808624e-02,7.711486425250768661e-03,2.327928505837917328e-02,2.329417131841182709e-02,7.142632268369197845e-03,2.834104932844638824e-02,1.568179950118064880e-02,2.190059423446655273e-02,1.101893372833728790e-02,2.324005588889122009e-02,9.475638158619403839e-03,2.240245789289474487e-02,1.800926774740219116e-02,2.085798047482967377e-02,2.072849497199058533e-02,1.201502699404954910e-02,2.208060957491397858e-02,1.695683598518371582e-02,1.357948035001754761e-02,1.156554277986288071e-02,1.176754571497440338e-02,1.929518952965736389e-02,1.583412103354930878e-02,2.075113356113433838e-02,4.299403168261051178e-03,1.694519631564617157e-02,2.275006286799907684e-02,4.682906437665224075e-03,1.456560287624597549e-02
1.488729659467935562e-02,1.744117029011249542e-02,1.462068967521190643e-02,1.737205684185028076e-02,1.594549231231212616e-02,1.825181394815444946e-02,1.133323740214109421e-02,1.551499869674444199e-02,1.982457563281059265e-02,1.735969446599483490e-02,1.659644395112991333e-02,1.278366986662149429e-02,1.165156718343496323e-02,1.661567762494087219e-02,2.449502423405647278e-02,1.990823075175285339e-02,1.690242625772953033e-02,1.691472716629505157e-02,1.204670220613479614e-02,1.244674529880285263e-02,1.479663606733083725e-02,1.421590428799390793e-02,1.486215274780988693e-02,1.286542322486639023e-02,1.572506874799728394e-02,2.586564049124717712e-02,1.877078227698802948e-02,1.504118461161851883e-02,1.761136576533317566e-02,1.182826794683933258e-02,1.543484535068273544e-02,1.803581975400447845e-02,1.354478951543569565e-02,1.727415807545185089e-02,1.769077219069004059e-02,1.769290864467620850e-02,1.367857586592435837e-02,1.717172376811504364e-02,1.411287765949964523e-02,1.496987417340278625e-02,1.650309376418590546e-02,1.413082983344793320e-02,2.039493434131145477e-02,2.176078967750072479e-02,2.031273208558559418e-02,1.654464937746524811e-02,1.801630295813083649e-02,1.710894517600536346e-02,1.429338473826646805e-02,1.324516162276268005e-02,1.267522107809782028e-02,2.073676511645317078e-02,1.574687287211418152e-02,1.403532456606626511e-02,1.781260780990123749e-02,1.795568130910396576e-02,1.453775539994239807e-02,2.161629684269428253e-02,1.819072477519512177e-02,1.508652418851852417e-02,1.519430894404649734e-02
1.806479319930076599e-02,1.694864034652709961e-02,1.397387497127056122e-02,1.734928786754608154e-02,1.546019874513149261e-02,1.799560151994228363e-02,1.148923672735691071e-02,1.395138818770647049e-02,2.093295194208621979e-02,1.669102534651756287e-02,1.811642199754714966e-02,1.499463710933923721e-02,1.196662150323390961e-02,1.779901236295700073e-02,2.457953244447708130e-02,1.971498504281044006e-02,1.654940843582153320e-02,1.809472963213920593e-02,1.167760044336318970e-02,1.407222729176282883e-02,1.530140172690153122e-02,1.380297355353832245e-02,1.585833355784416199e-02,1.244277320802211761e-02,1.540763862431049347e-02,2.723711356520652771e-02,1.715385727584362030e-02,1.574233546853065491e-02,1.608948037028312683e-02,1.154949702322483063e-02,1.762391440570354462e-02,1.830668747425079346e-02,1.398477796465158463e-02,1.811265759170055389e-02,1.765020564198493958e-02,1.692472584545612335e-02,1.499414537101984024e-02,1.485219039022922516e-02,1.363364327698945999e-02,1.455498393625020981e-02,1.671992242336273193e-02,1.430502813309431076e-02,1.769038476049900055e-02,2.155609242618083954e-02,1.916780881583690643e-02,1.716653257608413696e-02,1.711249351501464844e-02,1.654427498579025269e-02,1.451826468110084534e-02,1.273404154926538467e-02,1.262279134243726730e-02,2.031583897769451141e-02,1.621651090681552887e-02,1.312450412660837173e-02,1.789366640150547028e-02,1.764930784702301025e-02,1.369514875113964081e-02,2.207248844206333160e-02,1.729239523410797119e-02,1.512894127517938614e-02,1.482797507196664810e-02
1.527603901922702789e-02,1.780244149267673492e-02,1.446104794740676880e-02,1.734122633934020996e-02,1.656920835375785828e-02,1.836691983044147491e-02,1.037257630378007889e-02,1.369074638932943344e-02,2.039986476302146912e-02,1.688639447093009949e-02,1.834174618124961853e-02,1.297321543097496033e-02,1.233567949384450912e-02,1.861148700118064880e-02,2.398664131760597229e-02,1.938592270016670227e-02,1.728161051869392395e-02,1.712741702795028687e-02,1.200882904231548309e-02,1.343491394072771072e-02,1.608019694685935974e-02,1.352535374462604523e-02,1.536870747804641724e-02,1.146121881902217865e-02,1.641339808702468872e-02,2.790656499564647675e-02,1.872264593839645386e-02,1.551857311278581619e-02,1.742793992161750793e-02,1.220053154975175858e-02,1.679067313671112061e-02,1.855121739208698273e-02,1.318824198096990585e-02,1.793563552200794220e-02,1.757734641432762146e-02,1.678561046719551086e-02,1.547847315669059753e-02,1.510053034871816635e-02,1.305405888706445694e-02,1.478774752467870712e-02,1.655059307813644409e-02,1.397268846631050110e-02,1.800096593797206879e-02,2.069399692118167877e-02,1.963895000517368317e-02,1.625601761043071747e-02,1.698759756982326508e-02,1.743204146623611450e-02,1.466157846152782440e-02,1.291712187230587006e-02,1.212093699723482132e-02,2.281367219984531403e-02,1.733853854238986969e-02,1.339934021234512329e-02,1.691465266048908234e-02,1.600097678601741791e-02,1.407862175256013870e-02,2.229082398116588593e-02,1.657319255173206329e-02,1.594532839953899384e-02,1.488376036286354065e-02
1.324600540101528168e-02,1.786473393440246582e-02,1.367861963808536530e-02,1.830202527344226837e-02,1.679751835763454437e-02,1.859019324183464050e-02,1.071631070226430893e-02,1.414755173027515411e-02,2.051809616386890411e-02,1.646495051681995392e-02,1.818332634866237640e-02,1.393530983477830887e-02,1.167597528547048569e-02,1.795504614710807800e-02,2.493976987898349762e-02,1.949718967080116272e-02,1.666282303631305695e-02,1.809598319232463837e-02,1.172076538205146790e-02,1.336808130145072937e-02,1.566074043512344360e-02,1.372346747666597366e-02,1.529270503669977188e-02,1.190928183495998383e-02,1.563507132232189178e-02,2.748357504606246948e-02,1.799468696117401123e-02,1.542761269956827164e-02,1.689930073916912079e-02,1.157378964126110077e-02,1.776831783354282379e-02,1.852423697710037231e-02,1.379396300762891769e-02,1.748618297278881073e-02,1.810028403997421265e-02,1.820822246372699738e-02,1.469057518988847733e-02,1.470439508557319641e-02,1.311235874891281128e-02,1.516426727175712585e-02,1.657675765454769135e-02,1.355037558823823929e-02,1.808384433388710022e-02,2.126210369169712067e-02,1.938009448349475861e-02,1.729985699057579041e-02,1.717014424502849579e-02,1.635045371949672699e-02,1.486870925873517990e-02,1.316893287003040314e-02,1.182387489825487137e-02,2.086653187870979309e-02,1.755586266517639160e-02,1.271181926131248474e-02,1.851571910083293915e-02,1.763673312962055206e-02,1.418856997042894363e-02,2.171871066093444824e-02,1.718913577497005463e-02,1.521017961204051971e-02,1.535826642066240311e-02
1.690176501870155334e-02,1.817804016172885895e-02,1.286634802818298340e-02,1.890948228538036346e-02,1.723628491163253784e-02,1.918700709939002991e-02,1.071886811405420303e-02,1.446805056184530258e-02,1.963442191481590271e-02,1.558408979326486588e-02,1.834251359105110168e-02,1.466714311391115189e-02,1.128344517201185226e-02,1.769082434475421906e-02,2.496128156781196594e-02,1.954708993434906006e-02,1.630235463380813599e-02,1.852471195161342621e-02,1.134910900145769119e-02,1.349538099020719528e-02,1.578317955136299133e-02,1.320428587496280670e-02,1.519030425697565079e-02,1.153849344700574875e-02,1.511458493769168854e-02,2.694296091794967651e-02,1.751153543591499329e-02,1.500161923468112946e-02,1.768754795193672180e-02,1.125290058553218842e-02,1.850815862417221069e-02,1.771719194948673248e-02,1.374569535255432129e-02,1.816548220813274384e-02,1.813457161188125610e-02,1.911803521215915680e-02,1.498714461922645569e-02,1.342878956347703934e-02,1.315162144601345062e-02,1.527511980384588242e-02,1.688972115516662598e-02,1.243502646684646606e-02,1.787581481039524078e-02,2.038540504872798920e-02,1.841638796031475067e-02,1.796118170022964478e-02,1.688568852841854095e-02,1.558407861739397049e-02,1.455323025584220886e-02,1.343192625790834427e-02,1.143684703856706619e-02,1.973214372992515564e-02,1.854513771831989288e-02,1.168120186775922775e-02,1.939601637423038483e-02,1.817310974001884460e-02,1.543902046978473663e-02,2.130445092916488647e-02,1.726297847926616669e-02,1.595422625541687012e-02,1.534890662878751755e-02
6.723904050886631012e-03,1.815390959382057190e-02,1.420031487941741943e-02,1.926685310900211334e-02,1.776516810059547424e-02,1.913879625499248505e-02,1.138076372444629669e-02,1.359798293560743332e-02,2.106132917106151581e-02,1.598498597741127014e-02,1.856861636042594910e-02,1.421517692506313324e-02,1.148355752229690552e-02,1.850340329110622406e-02,2.441637776792049408e-02,1.923304237425327301e-02,1.599270664155483246e-02,1.841908134520053864e-02,1.244148518890142441e-02,1.347189582884311676e-02,1.603146456182003021e-02,1.516008656471967697e-02,1.509699225425720215e-02,1.279174536466598511e-02,1.592081040143966675e-02,2.496528252959251404e-02,1.833023689687252045e-02,1.478399150073528290e-02,1.544051989912986755e-02,1.186631247401237488e-02,1.836904138326644897e-02,1.981512829661369324e-02,1.567299664020538330e-02,1.590111106634140015e-02,1.963132061064243317e-02,2.035578340291976929e-02,1.317038666456937790e-02,1.557454466819763184e-02,1.279155816882848740e-02,1.709463633596897125e-02,1.512723229825496674e-02,1.435744669288396835e-02,1.681569591164588928e-02,2.162725664675235748e-02,1.917059719562530518e-02,1.885881461203098297e-02,1.707891747355461121e-02,1.528877764940261841e-02,1.604126207530498505e-02,1.466035004705190659e-02,1.125922240316867828e-02,1.943373680114746094e-02,1.809964887797832489e-02,1.280489843338727951e-02,1.924819126725196838e-02,1.772033050656318665e-02,1.361715793609619141e-02,1.969082094728946686e-02,1.716972701251506805e-02,1.345456670969724655e-02,1.569206267595291138e-02
1.874027028679847717e-02,1.714562438428401947e-02,1.315036229789257050e-02,1.787680760025978088e-02,1.637597195804119110e-02,1.747397892177104950e-02,1.059376727789640427e-02,1.575569435954093933e-02,1.972375810146331787e-02,1.687308214604854584e-02,1.730418391525745392e-02,1.447142567485570908e-02,1.191440969705581665e-02,1.698387786746025085e-02,2.493361942470073700e-02,1.901021972298622131e-02,1.672625355422496796e-02,1.862731017172336578e-02,1.159452740103006363e-02,1.324532553553581238e-02,1.514146290719509125e-02,1.309811789542436600e-02,1.531517691910266876e-02,1.210946310311555862e-02,1.474915072321891785e-02,2.811435237526893616e-02,1.666282117366790771e-02,1.614365912973880768e-02,1.697050034999847412e-02,1.125145982950925827e-02,1.786231622099876404e-02,1.723854616284370422e-02,1.303064543753862381e-02,1.820607110857963562e-02,1.689302362501621246e-02,1.706930063664913177e-02,1.550073735415935516e-02,1.392919197678565979e-02,1.341738831251859665e-02,1.388467103242874146e-02,1.764883846044540405e-02,1.324142515659332275e-02,1.954412832856178284e-02,2.149654738605022430e-02,1.941265724599361420e-02,1.654972694814205170e-02,1.708641462028026581e-02,1.652588695287704468e-02,1.434653904289007187e-02,1.231099013239145279e-02,1.254395954310894012e-02,2.025924064218997955e-02,1.676459610462188721e-02,1.261376030743122101e-02,1.921175234019756317e-02,1.893522217869758606e-02,1.512281130999326706e-02,2.187933400273323059e-02,1.714197546243667603e-02,1.627741008996963501e-02,1.597820781171321869e-02
1.609724201261997223e-02,1.813630945980548859e-02,1.338133681565523148e-02,1.839477568864822388e-02,1.686972193419933319e-02,1.829409785568714142e-02,1.103529054671525955e-02,1.438092906028032303e-02,2.023893408477306366e-02,1.655962876975536346e-02,1.777981035411357880e-02,1.525976788252592087e-02,1.145844999700784683e-02,1.725115254521369934e-02,2.373839542269706726e-02,1.956419274210929871e-02,1.632036082446575165e-02,1.824136078357696533e-02,1.221497636288404465e-02,1.345460209995508194e-02,1.580436900258064270e-02,1.386084035038948059e-02,1.523112226277589798e-02,1.207027118653059006e-02,1.478607207536697388e-02,2.562784962356090546e-02,1.678228378295898438e-02,1.522865798324346542e-02,1.598786562681198120e-02,1.166703365743160248e-02,1.854929327964782715e-02,1.876744627952575684e-02,1.391578745096921921e-02,1.790510118007659912e-02,1.830070838332176208e-02,1.899534650146961212e-02,1.430470962077379227e-02,1.413927134126424789e-02,1.306953746825456619e-02,1.560756471008062363e-02,1.583671756088733673e-02,1.352544035762548447e-02,1.739177294075489044e-02,2.180724777281284332e-02,1.919995434582233429e-02,1.803054474294185638e-02,1.724331825971603394e-02,1.554774865508079529e-02,1.522849034518003464e-02,1.373037602752447128e-02,1.161853596568107605e-02,1.955556869506835938e-02,1.769529841840267181e-02,1.237558480352163315e-02,1.909592188894748688e-02,1.880053058266639709e-02,1.505656074732542038e-02,2.041988633573055267e-02,1.723017357289791107e-02,1.514344103634357452e-02,1.619441807270050049e-02
1.645532622933387756e-02,1.800214871764183044e-02,1.381154172122478485e-02,1.799058355391025543e-02,1.651721261441707611e-02,1.880688592791557312e-02,1.092853303998708725e-02,1.415788475424051285e-02,2.015693299472332001e-02,1.645267009735107422e-02,1.791938580572605133e-02,1.391972042620182037e-02,1.154573075473308563e-02,1.761418208479881287e-02,2.439202554523944855e-02,1.986350305378437042e-02,1.667223684489727020e-02,1.756160706281661987e-02,1.177585124969482422e-02,1.327079348266124725e-02,1.562989875674247742e-02,1.368340570479631424e-02,1.520862337201833725e-02,1.185733079910278320e-02,1.558600272983312607e-02,2.658201381564140320e-02,1.811545155942440033e-02,1.502935308963060379e-02,1.729668676853179932e-02,1.170324720442295074e-02,1.723028160631656647e-02,1.839827187359333038e-02,1.364247966557741165e-02,1.793651096522808075e-02,1.809965074062347412e-02,1.826053857803344727e-02,1.452364586293697357e-02,1.493377517908811569e-02,1.337216701358556747e-02,1.529028359800577164e-02,1.634825952351093292e-02,1.342928316444158554e-02,1.810173876583576202e-02,2.105963416397571564e-02,1.928709261119365692e-02,1.733587868511676788e-02,1.732362993061542511e-02,1.635819859802722931e-02,1.461315061897039413e-02,1.340542174875736237e-02,1.184058282524347305e-02,2.073259279131889343e-02,1.737507060170173645e-02,1.276212371885776520e-02,1.809023506939411163e-02,1.750799082219600677e-02,1.463901624083518982e-02,2.159012295305728912e-02,1.742299646139144897e-02,1.544995885342359543e-02,1.513260509818792343e-02
